43 -2246.29477484 -2246.44428201 0.3333333 0.5136314 0.5650415 3.4673653365 3.7111599802 5.7088874056
44 -2246.29397609 -2246.44424638 0.4444444 0.5136314 0.5650415 3.4646881627 3.7149194348 5.7064562241
45 -2246.27181736 -2246.39126403 0.5555556 0.5136314 0.5407634 5.6473474619 4.7993409557 4.7790923864
46 -2246.24782578 -2246.44421770 0.6666667 0.5136314 0.5407634 6.5267702267 3.7072533751 5.7048466014
47 -2246.18668990 -2246.44420579 0.7777778 0.5136314 0.5407634 6.5313159670 3.7226436725 5.7029068712
48 -2246.16765108 -2246.45077855 0.8888889 0.5136314 0.5407634 8.0853408007 6.2511304820 5.6910206820
49 -2246.22494113 -2246.45283968 1.0000000 0.5136314 0.5407634 9.7238774706 3.6897927701 5.7037223546
50 -2246.23434731 -2246.45075260 0.0000000 0.6420393 0.5792558 -1.3482817213 6.2730522627 5.7056202924
51 -2246.36019973 -2246.45064460 0.1111111 0.6420393 0.5792558 1.8827179997 6.2742373257 5.7075460276
52 -2246.30873938 -2246.45069491 0.2222222 0.6420393 0.5792558 1.9576782379 6.2715687948 5.6953790301
53 -2246.29746385 -2246.45064212 0.3333333 0.6420393 0.5792558 1.9697077928 6.2785037221 5.7069527284
54 -2246.20375798 -2246.71622915 0.4444444 0.6420393 0.5792558 4.9758574239 6.3003180299 3.8350691287
55 -2246.23708137 -2246.71625470 0.5555556 0.6420393 0.5656742 4.9993831995 6.3011097086 3.8330162197
56 -2246.22542799 -2246.40246121 0.6666667 0.6420393 0.5656742 6.7560682313 6.5401863396 4.8111118784
57 -2246.30576628 -2246.45059002 0.7777778 0.6420393 0.5656742 8.0139973992 6.2788835698 5.6959544521
58 -2246.05883638 -2246.45071891 0.8888889 0.6420393 0.5656742 8.0997466885 6.2819525540 5.6970350077
59 -2246.23602719 -2246.45066948 1.0000000 0.6420393 0.5656742 8.1118614171 6.2699318730 5.7036999582
60 -2246.18144291 -2246.44986622 0.0000000 0.7704471 0.5792558 0.2475958500 8.9624843061 5.7641443562
61 -2246.24888090 -2246.45076397 0.1111111 0.7704471 0.5792558 1.9025888172 6.3187967519 5.7028245943
62 -2246.32670711 -2246.45070644 0.2222222 0.7704471 0.5792558 1.9279385125 6.3314180797 5.7027888386
63 -2246.21894955 -2246.45073085 0.3333333 0.7704471 0.5792558 1.9750151209 6.3094201678 5.7020360229
64 -2246.21372538 -2246.39745308 0.4444444 0.7704471 0.5792558 3.8957213244 7.6825523213 4.8158307267
65 -2246.22120320 -2246.71619440 0.5555556 0.7704471 0.5656742 5.0000958898 6.3297128539 3.8338138017
66 -2246.24775216 -2246.39739147 0.6666667 0.7704471 0.5656742 6.0996272231 7.6691268371 4.8080905333
67 -2246.27900241 -2246.45075992 0.7777778 0.7704471 0.5656742 8.0367372505 6.3250947466 5.6957018202
68 -2246.31289577 -2246.45064336 0.8888889 0.7704471 0.5656742 8.0856945566 6.3386630184 5.6955190408
69 -2246.18028288 -2246.44988611 1.0000000 0.7704471 0.5656742 9.7059023209 8.9657202331 5.7579968954
70 -2246.17709680 -2246.44981640 0.0000000 0.8988550 0.5792558 0.2610731622 9.0001616814 5.7618425642
71 -2246.31466652 -2246.44980398 0.1111111 0.8988550 0.5792558 0.2773201564 9.0010952512 5.7638845290
72 -2246.21447545 -2246.44582991 0.2222222 0.8988550 0.5792558 3.4358779398 8.9463180905 5.7386408765
73 -2246.23772946 -2246.44576041 0.3333333 0.8988550 0.5792558 3.4721188008 8.9449419362 5.7367484731
74 -2246.33738642 -2246.44572397 0.4444444 0.8988550 0.5792558 3.4741837934 8.9197609276 5.7344760322
75 -2246.18930519 -2246.44573229 0.5555556 0.8988550 0.5391074 6.4990664800 8.9214746523 5.7216939966
76 -2245.56293234 -2246.44577958 0.6666667 0.8988550 0.5656742 6.5174718172 8.9477430724 5.7287864185
77 -2246.23606895 -2246.44580727 0.7777778 0.8988550 0.5656742 6.5460929766 8.9514912922 5.7310338789
78 -2246.20706336 -2246.44984651 0.8888889 0.8988550 0.5656742 9.6872723384 8.9952252662 5.7584533373
79 -2245.84965523 -2246.44979433 1.0000000 0.8988550 0.5656742 9.7117533285 8.9950441441 5.7593277786
80 -2246.19396439 -2246.44970001 0.0000000 1.0272628 0.5792558 0.2635404133 9.0795369252 5.7650204117
81 -2246.30163072 -2246.44976654 0.1111111 1.0272628 0.5792558 0.2968988916 9.0545489518 5.7648118182
82 -2246.16475279 -2246.44574817 0.2222222 1.0272628 0.5792558 3.4242387316 8.9923795280 5.7346839830
83 -2246.32932489 -2246.44568049 0.3333333 1.0272628 0.5792558 3.4496676862 9.0350184813 5.7392067088
84 -2246.31023012 -2246.44575446 0.4444444 1.0272628 0.5792558 3.4934903754 9.0285684829 5.7377118999
85 -2246.14989225 -2246.44578900 0.5555556 1.0272628 0.5391074 6.5042672594 9.0198416047 5.7271859381
86 -2246.13560891 -2246.44558976 0.6666667 1.0272628 0.5656742 6.5257826546 9.0340043865 5.7348197316
87 -2246.26518358 -2246.44571575 0.7777778 1.0272628 0.5656742 6.5562935756 9.0241590324 5.7323442287
88 -2246.18351848 -2246.44987283 0.8888889 1.0272628 0.5656742 9.6757815369 9.0460663422 5.7580753676
89 -2245.90054628 -2246.44967969 1.0000000 1.0272628 0.5656742 9.7157611899 9.0854688671 5.7614741183
90 -2246.20916671 -2246.44979689 0.0000000 1.1556707 0.5792558 -1.2787764988 11.7649020857 5.7756363649
91 -2246.29374254 -2246.44975429 0.1111111 1.1556707 0.5792558 1.8129038165 11.7593350916 5.7771659245
92 -2246.29056052 -2246.44977568 0.2222222 1.1556707 0.5792558 1.8580789996 11.7700198993 5.7758850400
93 -2246.20163862 -2246.44982623 0.3333333 1.1556707 0.5792558 1.8729128689 11.7560481869 5.7784345960
94 -2246.30888862 -2246.44914624 0.4444444 1.1556707 0.5792558 4.9727589116 11.7068738162 5.7499776691
95 -2245.73188008 -2246.44910615 0.5555556 1.1556707 0.5391074 5.0126750166 11.6919990657 5.7374223579
96 -2246.13723019 -2246.44918039 0.6666667 1.1556707 0.5391074 5.0436158279 11.6969529543 5.7390888251
97 -2246.25729022 -2246.44984458 0.7777778 1.1556707 0.5656742 8.1159106859 11.7618678843 5.7675078724
98 -2246.08817414 -2246.44984695 0.8888889 1.1556707 0.5656742 8.1551768376 11.7770643157 5.7688733466
99 -2246.19555024 -2246.44985373 1.0000000 1.1556707 0.5656742 8.1827030963 11.7646594701 5.7725119302
