0 -2246.19465136 -2246.44978264 0.0000000 0.0000000 0.5650415 -1.2768560551 0.8368500317 5.7723654608
1 -2246.25370243 -2246.44979279  0.1111111 0.0000000 0.5650415 1.8110958946 0.8300000571 5.7725495889
2 -2246.13553134 -2246.44972012  0.2222222 0.0000000 0.5650415 1.8572723913 0.8454073464 5.7743649854
3 -2246.19295479 -2246.44986770  0.3333333 0.0000000 0.5650415 1.8801067974 0.8263469102 5.7724253224
4 -2246.28333910 -2246.44913444  0.4444444 0.0000000 0.5650415 4.9651800991 0.7714369100 5.7463067019
5 -2246.12821993 -2246.44908437  0.5555556 0.0000000 0.5575849 5.0052427649 0.7724774793 5.7444783335
6 -2246.14034373 -2246.44921688  0.6666667 0.0000000 0.5407634 5.0415633392 0.7702191559 5.7386094108
7 -2246.10982840 -2246.44981310  0.7777778 0.0000000 0.5407634 8.1263520287 0.8462697671 5.7617366395
8 -2245.39845591 -2246.44981917  0.8888889 0.0000000 0.5407634 8.1561133372 0.8332177205 5.7593518776
9 -2246.14216944 -2246.44972100  1.0000000 0.0000000 0.5407634 8.1930303319 0.8249730020 5.7663635533
10 -2246.22721723 -2246.44985945 0.0000000 0.1284079 0.5650415 -1.2733234360 0.8782326414 5.7675124680
11 -2246.18374752 -2246.44978446 0.1111111 0.1284079 0.5650415 1.8113486079 0.8956067022 5.7704866678
12 -2245.45858948 -2246.44978495 0.2222222 0.1284079 0.5650415 1.8557481549 0.9167528185 5.7696145692
13 -2246.22529643 -2246.44986057 0.3333333 0.1284079 0.5650415 1.8878902974 0.8809600408 5.7708177818
14 -2246.22123830 -2246.44916149 0.4444444 0.1284079 0.5650415 4.9759139021 0.8269574438 5.7459299398
15 -2245.28474953 -2246.44910386 0.5555556 0.1284079 0.5575849 5.0075101461 0.8495703383 5.7408836403
16 -2246.18884932 -2246.35451183 0.6666667 0.1284079 0.5407634 5.8774672001 1.3257984950 4.8695172400
17 -2245.70693797 -2246.44981355 0.7777778 0.1284079 0.5407634 8.1280374665 0.9017316756 5.7572893710
18 -2241.81025438 -2246.44958941 0.8888889 0.1284079 0.5407634 8.1407469343 0.9415827839 5.7451676197
19 -2246.17359526 -2246.35445879 1.0000000 0.1284079 0.5407634 9.0301320448 1.3208082604 4.8763404928
20 -2246.24727682 -2246.45279391 0.0000000 0.2568157 0.5650415 0.2513872600 3.5995505019 5.7180726820
21 -2246.21848885 -2246.45283024 0.1111111 0.2568157 0.5650415 0.2969115313 3.6168886473 5.7175342051
22 -2246.18637276 -2246.44985729 0.2222222 0.2568157 0.5650415 1.8401245817 0.9260409206 5.7624754967
23 -2246.25607062 -2246.44430665 0.3333333 0.2568157 0.5650415 3.4422473215 3.6233377440 5.7158616290
24 -2246.22361367 -2246.44426551 0.4444444 0.2568157 0.5650415 3.4785269426 3.6230951399 5.7145050449
25 -2246.16506182 -2246.44923476 0.5555556 0.2568157 0.5407634 4.9971256616 0.8622893492 5.7328152374
26 -2246.24259500 -2246.39400146 0.6666667 0.2568157 0.5407634 6.4397318582 2.7300318073 4.8230297437
27 -2246.19185662 -2246.44426627 0.7777778 0.2568157 0.5407634 6.5522071395 3.6116249467 5.7018807641
28 -2246.16673392 -2246.44983082 0.8888889 0.2568157 0.5407634 8.1405108156 0.9150879499 5.7567435381
29 -2246.19867148 -2246.36765156 1.0000000 0.2568157 0.5407634 9.7088726561 2.6215100359 4.8564095556
30 -2245.33410877 -2246.45272067 0.0000000 0.3852236 0.5650415 0.2258608486 3.6669464481 5.7132335474
31 -2246.18384189 -2246.45276906 0.1111111 0.3852236 0.5650415 0.2954775668 3.6457280322 5.7126212296
32 -2246.24792611 -2246.44429356 0.2222222 0.3852236 0.5650415 3.4105737071 3.6554275414 5.7153414953
33 -2245.70472300 -2246.44426742 0.3333333 0.3852236 0.5650415 3.4209826400 3.6733568164 5.7132820340
34 -2246.23762137 -2246.44415989 0.4444444 0.3852236 0.5650415 3.5085592204 3.6820179685 5.7095925096
35 -2246.17856182 -2246.44426538 0.5555556 0.3852236 0.5407634 6.4862981617 3.6936141446 5.7026461982
36 -2241.07082700 -2246.44417717 0.6666667 0.3852236 0.5407634 6.4992111759 3.7118104384 5.7022601548
37 -2245.77862977 -2246.44424916 0.7777778 0.3852236 0.5407634 6.5793070571 3.6551009987 5.7068300774
38 -2246.19148567 -2246.45283784 0.8888889 0.3852236 0.5407634 9.6727410037 3.6422027762 5.7062249153
39 -2241.86307633 -2246.45271291 1.0000000 0.3852236 0.5407634 9.6738516424 3.6662115847 5.7058126089
40 -2246.29436773 -2246.45284427 0.0000000 0.5136314 0.5650415 0.2665993262 3.6938538131 5.7100027531
41 -2246.25162711 -2246.45283003 0.1111111 0.5136314 0.5650415 0.2701544837 3.6935426416 5.7128798757
42 -2246.19814112 -2246.45072204 0.2222222 0.5136314 0.5650415 1.9443306045 6.2456429772 5.7019304376
